"cov","out","hour","data_type","lwr","pe","upr"
"Frankfurter
Allgemeine Zeitung","Süddeutsche
Zeitung",58,"Effect of a structural 2 article point attention increase at hour 0",0.580280405215867,0.679570498471156,0.802506083204437
"Frankfurter
Allgemeine Zeitung","Süddeutsche
Zeitung",59,"Effect of a one time 2 article increase at hour 0",0.136801729670992,0.161638983841409,0.191405887480633
"Frankfurter
Allgemeine Zeitung","Süddeutsche
Zeitung",59,"Effect of a structural 2 article point attention increase at hour 0",0.580663073553149,0.680247006678234,0.803174731743988
"Frankfurter
Allgemeine Zeitung","Süddeutsche
Zeitung",60,"Effect of a one time 2 article increase at hour 0",0.137583664830209,0.162644895797929,0.192633648117365
"Frankfurter
Allgemeine Zeitung","Süddeutsche
Zeitung",60,"Effect of a structural 2 article point attention increase at hour 0",0.580858682447528,0.68078904907064,0.803782550115727
"Frankfurter
Allgemeine Zeitung","
Tagesschau",1,"Effect of a one time 2 article increase at hour 0",0.00479123344896859,0.00804325529173244,0.0114895921915206
"Frankfurter
Allgemeine Zeitung","
Tagesschau",1,"Effect of a structural 2 article point attention increase at hour 0",0.00479123344896859,0.00804325529173244,0.0114895921915206
"Frankfurter
Allgemeine Zeitung","
Tagesschau",2,"Effect of a one time 2 article increase at hour 0",0.00833307062191158,0.0126147501926137,0.017247444458006
"Frankfurter
Allgemeine Zeitung","
Tagesschau",2,"Effect of a structural 2 article point attention increase at hour 0",0.012265374914636,0.0192160831579208,0.0266772861005784
"Frankfurter
Allgemeine Zeitung","
Tagesschau",3,"Effect of a one time 2 article increase at hour 0",0.00413115146530774,0.00979965911990566,0.0164555538825171
"Frankfurter
Allgemeine Zeitung","
Tagesschau",3,"Effect of a structural 2 article point attention increase at hour 0",0.0141613199825194,0.0255097824816967,0.038263134437213
"Frankfurter
Allgemeine Zeitung","
Tagesschau",4,"Effect of a one time 2 article increase at hour 0",0.00508235223471276,0.0108703339761749,0.019335108310764
"Frankfurter
Allgemeine Zeitung","
Tagesschau",4,"Effect of a structural 2 article point attention increase at hour 0",0.0166131571189746,0.0316632772793748,0.0505394013084546
"Frankfurter
Allgemeine Zeitung","
Tagesschau",5,"Effect of a one time 2 article increase at hour 0",0.00306529681984924,0.00919843087600136,0.0199802944877683
"Frankfurter
Allgemeine Zeitung","
Tagesschau",5,"Effect of a structural 2 article point attention increase at hour 0",0.0165800576427579,0.0349701503756867,0.0611379097136328
"Frankfurter
Allgemeine Zeitung","
Tagesschau",6,"Effect of a one time 2 article increase at hour 0",0.00798220043652909,0.0153550268410654,0.0267176931395599
"Frankfurter
Allgemeine Zeitung","
Tagesschau",6,"Effect of a structural 2 article point attention increase at hour 0",0.0214302494069756,0.0437643936392538,0.076441509928051
"Frankfurter
Allgemeine Zeitung","
Tagesschau",7,"Effect of a one time 2 article increase at hour 0",0.0075475583843907,0.0169591990583711,0.0296141103483456
"Frankfurter
Allgemeine Zeitung","
Tagesschau",7,"Effect of a structural 2 article point attention increase at hour 0",0.0249489956238663,0.0525040391847055,0.0917277046317168
"Frankfurter
Allgemeine Zeitung","
Tagesschau",8,"Effect of a one time 2 article increase at hour 0",0.00328602061423533,0.0146564171571859,0.0273047702751443
"Frankfurter
Allgemeine Zeitung","
Tagesschau",8,"Effect of a structural 2 article point attention increase at hour 0",0.02348908466317,0.0572285727390432,0.101731746825219
"Frankfurter
Allgemeine Zeitung","
Tagesschau",9,"Effect of a one time 2 article increase at hour 0",0.00594038595231128,0.017943870728983,0.0312893500032052
"Frankfurter
Allgemeine Zeitung","
Tagesschau",9,"Effect of a structural 2 article point attention increase at hour 0",0.0249394109758035,0.0643348837069683,0.113790631108282
"Frankfurter
Allgemeine Zeitung","
Tagesschau",10,"Effect of a one time 2 article increase at hour 0",0.00793977359093612,0.0200740850914694,0.0343842324016363
"Frankfurter
Allgemeine Zeitung","
Tagesschau",10,"Effect of a structural 2 article point attention increase at hour 0",0.0281403597491131,0.0722431953284196,0.126651848366856
"Frankfurter
Allgemeine Zeitung","
Tagesschau",11,"Effect of a one time 2 article increase at hour 0",0.00601324416761417,0.018688894506365,0.0328133840141909
"Frankfurter
Allgemeine Zeitung","
Tagesschau",11,"Effect of a structural 2 article point attention increase at hour 0",0.0288139220299419,0.0772641822376483,0.135479253937792
"Frankfurter
Allgemeine Zeitung","
Tagesschau",12,"Effect of a one time 2 article increase at hour 0",0.00459631244317671,0.0172650944434605,0.0315546953107659
"Frankfurter
Allgemeine Zeitung","
Tagesschau",12,"Effect of a structural 2 article point attention increase at hour 0",0.0279499785001309,0.0799192788736175,0.141381700706739
"Frankfurter
Allgemeine Zeitung","
Tagesschau",13,"Effect of a one time 2 article increase at hour 0",0.00948304831155355,0.0236166075460502,0.0383954622472715
"Frankfurter
Allgemeine Zeitung","
Tagesschau",13,"Effect of a structural 2 article point attention increase at hour 0",0.0321132841518871,0.0883783774363829,0.152954050434398
"Frankfurter
Allgemeine Zeitung","
Tagesschau",14,"Effect of a one time 2 article increase at hour 0",0.0191062477486499,0.0332921187874393,0.0463019100805062
"Frankfurter
Allgemeine Zeitung","
Tagesschau",14,"Effect of a structural 2 article point attention increase at hour 0",0.0451683275268661,0.104966379211088,0.170297998732132
"Frankfurter
Allgemeine Zeitung","
Tagesschau",15,"Effect of a one time 2 article increase at hour 0",0.015479243273737,0.0296635045273586,0.0434465567192652
"Frankfurter
Allgemeine Zeitung","
Tagesschau",15,"Effect of a structural 2 article point attention increase at hour 0",0.052187009898717,0.114802190599743,0.181473632423534
"Frankfurter
Allgemeine Zeitung","
Tagesschau",16,"Effect of a one time 2 article increase at hour 0",0.0249487042080707,0.0397961249905732,0.0530965959619409
"Frankfurter
Allgemeine Zeitung","
Tagesschau",16,"Effect of a structural 2 article point attention increase at hour 0",0.0672099993956935,0.132735903424563,0.199982467016624
"Frankfurter
Allgemeine Zeitung","
Tagesschau",17,"Effect of a one time 2 article increase at hour 0",0.0172484509330149,0.031272504777627,0.0447171106511102
"Frankfurter
Allgemeine Zeitung","
Tagesschau",17,"Effect of a structural 2 article point attention increase at hour 0",0.0717734569403096,0.138775177419351,0.206553581546648
"Frankfurter
Allgemeine Zeitung","
Tagesschau",18,"Effect of a one time 2 article increase at hour 0",0.0292251012687494,0.0455160041673996,0.0590565206100706
"Frankfurter
Allgemeine Zeitung","
Tagesschau",18,"Effect of a structural 2 article point attention increase at hour 0",0.0873161719685814,0.157740619492994,0.226001198945771
"Frankfurter
Allgemeine Zeitung","
Tagesschau",19,"Effect of a one time 2 article increase at hour 0",0.0457748374392701,0.0599670015788925,0.0740917719001939
"Frankfurter
Allgemeine Zeitung","
Tagesschau",19,"Effect of a structural 2 article point attention increase at hour 0",0.116557435395146,0.187640528342046,0.256790344022417
"Frankfurter
Allgemeine Zeitung","
Tagesschau",20,"Effect of a one time 2 article increase at hour 0",0.0450816931855078,0.0591666431618472,0.0754710418996165
"Frankfurter
Allgemeine Zeitung","
Tagesschau",20,"Effect of a structural 2 article point attention increase at hour 0",0.139560048196339,0.210993140606325,0.282981484491099
"Frankfurter
Allgemeine Zeitung","
Tagesschau",21,"Effect of a one time 2 article increase at hour 0",0.0503143437406222,0.06431251362419,0.0818114228173119
"Frankfurter
Allgemeine Zeitung","
Tagesschau",21,"Effect of a structural 2 article point attention increase at hour 0",0.163425411408202,0.235006354361003,0.310447054079591
"Frankfurter
Allgemeine Zeitung","
Tagesschau",22,"Effect of a one time 2 article increase at hour 0",0.0506130209400597,0.0653882663731491,0.0828693725170897
"Frankfurter
Allgemeine Zeitung","
Tagesschau",22,"Effect of a structural 2 article point attention increase at hour 0",0.183055914503884,0.255450975882358,0.333620346266183
"Frankfurter
Allgemeine Zeitung","
Tagesschau",23,"Effect of a one time 2 article increase at hour 0",0.0535391087387938,0.0701459509989939,0.0869011563402171
"Frankfurter
Allgemeine Zeitung","
Tagesschau",23,"Effect of a structural 2 article point attention increase at hour 0",0.201762169241833,0.276578449610125,0.35616132665559
"Frankfurter
Allgemeine Zeitung","
Tagesschau",24,"Effect of a one time 2 article increase at hour 0",0.0591300558771231,0.0772069133265738,0.0930822191781246
"Frankfurter
Allgemeine Zeitung","
Tagesschau",24,"Effect of a structural 2 article point attention increase at hour 0",0.222489953341581,0.300679813425942,0.380436779225635
"Frankfurter
Allgemeine Zeitung","
Tagesschau",25,"Effect of a one time 2 article increase at hour 0",0.0600247919547063,0.077355747310528,0.0932953124214648
"Frankfurter
Allgemeine Zeitung","
Tagesschau",25,"Effect of a structural 2 article point attention increase at hour 0",0.239982506154662,0.320084452691919,0.399923244413861
"Frankfurter
Allgemeine Zeitung","
Tagesschau",26,"Effect of a one time 2 article increase at hour 0",0.062917788029462,0.0807824317481332,0.0973374275010828
"Frankfurter
Allgemeine Zeitung","
Tagesschau",26,"Effect of a structural 2 article point attention increase at hour 0",0.256920900752136,0.339028098369505,0.419427000618751
"Frankfurter
Allgemeine Zeitung","
Tagesschau",27,"Effect of a one time 2 article increase at hour 0",0.0620685718276572,0.0808508525114802,0.097758583347922
"Frankfurter
Allgemeine Zeitung","
Tagesschau",27,"Effect of a structural 2 article point attention increase at hour 0",0.269783419211463,0.354305293416083,0.435361620123866
"Frankfurter
Allgemeine Zeitung","
Tagesschau",28,"Effect of a one time 2 article increase at hour 0",0.0669073529185733,0.0862467032217751,0.103538993522077
"Frankfurter
Allgemeine Zeitung","
Tagesschau",28,"Effect of a structural 2 article point attention increase at hour 0",0.284675097481983,0.371593094337354,0.453444360712717
"Frankfurter
Allgemeine Zeitung","
Tagesschau",29,"Effect of a one time 2 article increase at hour 0",0.065371095115226,0.0852490381504902,0.102782760759076
"Frankfurter
Allgemeine Zeitung","
Tagesschau",29,"Effect of a structural 2 article point attention increase at hour 0",0.295114526498999,0.38435669734848,0.466916147833956
"Frankfurter
Allgemeine Zeitung","
Tagesschau",30,"Effect of a one time 2 article increase at hour 0",0.0687815921348824,0.0890259565135965,0.106438987261405
"Frankfurter
Allgemeine Zeitung","
Tagesschau",30,"Effect of a structural 2 article point attention increase at hour 0",0.306678090381117,0.397986201372204,0.480849929158633
"Frankfurter
Allgemeine Zeitung","
Tagesschau",31,"Effect of a one time 2 article increase at hour 0",0.0691826779016169,0.0892860343537729,0.107196873127086
"Frankfurter
Allgemeine Zeitung","
Tagesschau",31,"Effect of a structural 2 article point attention increase at hour 0",0.316387470423801,0.409068552468858,0.492480930170388
"Frankfurter
Allgemeine Zeitung","
Tagesschau",32,"Effect of a one time 2 article increase at hour 0",0.0728873806287793,0.093329851990724,0.111375434000505
"Frankfurter
Allgemeine Zeitung","
Tagesschau",32,"Effect of a structural 2 article point attention increase at hour 0",0.327631888545024,0.42156595549648,0.505369968307369
"Frankfurter
Allgemeine Zeitung","
Tagesschau",33,"Effect of a one time 2 article increase at hour 0",0.0734540864872979,0.0945998509571193,0.112796636281147
"Frankfurter
Allgemeine Zeitung","
Tagesschau",33,"Effect of a structural 2 article point attention increase at hour 0",0.337032369026667,0.432516947944045,0.516576166386667
"Frankfurter
Allgemeine Zeitung","
Tagesschau",34,"Effect of a one time 2 article increase at hour 0",0.0752183883639508,0.0970486182584449,0.115778206351262
"Frankfurter
Allgemeine Zeitung","
Tagesschau",34,"Effect of a structural 2 article point attention increase at hour 0",0.346041280788025,0.443281385051736,0.527850301558513
"Frankfurter
Allgemeine Zeitung","
Tagesschau",35,"Effect of a one time 2 article increase at hour 0",0.0767891446344027,0.0991434265140647,0.118444819796999
"Frankfurter
Allgemeine Zeitung","
Tagesschau",35,"Effect of a structural 2 article point attention increase at hour 0",0.354483371202278,0.453510384967554,0.538835804438687
"Frankfurter
Allgemeine Zeitung","
Tagesschau",36,"Effect of a one time 2 article increase at hour 0",0.075912203386568,0.0991535687854779,0.118361917316709
"Frankfurter
Allgemeine Zeitung","
Tagesschau",36,"Effect of a structural 2 article point attention increase at hour 0",0.360220372346344,0.461388134593235,0.547024788659009
"Frankfurter
Allgemeine Zeitung","
Tagesschau",37,"Effect of a one time 2 article increase at hour 0",0.078840465087898,0.102633382093469,0.122592973029422
"Frankfurter
Allgemeine Zeitung","
Tagesschau",37,"Effect of a structural 2 article point attention increase at hour 0",0.36736118584401,0.47061566149433,0.557065509231801
"Frankfurter
Allgemeine Zeitung","
Tagesschau",38,"Effect of a one time 2 article increase at hour 0",0.0800578748648708,0.104169361731207,0.123404051730392
"Frankfurter
Allgemeine Zeitung","
Tagesschau",38,"Effect of a structural 2 article point attention increase at hour 0",0.373905207237457,0.478981473297953,0.565209448446515
"Frankfurter
Allgemeine Zeitung","
Tagesschau",39,"Effect of a one time 2 article increase at hour 0",0.0822507600550124,0.106735878205187,0.126467369906422
"Frankfurter
Allgemeine Zeitung","
Tagesschau",39,"Effect of a structural 2 article point attention increase at hour 0",0.381053130300745,0.487773822611674,0.574153179292878
"Frankfurter
Allgemeine Zeitung","
Tagesschau",40,"Effect of a one time 2 article increase at hour 0",0.0852250983714611,0.109362373398479,0.12996817174798
"Frankfurter
Allgemeine Zeitung","
Tagesschau",40,"Effect of a structural 2 article point attention increase at hour 0",0.389288268581265,0.496796854995702,0.584044031567316
"Frankfurter
Allgemeine Zeitung","
Tagesschau",41,"Effect of a one time 2 article increase at hour 0",0.0856147691516993,0.109929102364042,0.130723169611451
"Frankfurter
Allgemeine Zeitung","
Tagesschau",41,"Effect of a structural 2 article point attention increase at hour 0",0.39590729510866,0.504040493156362,0.592030107336957
"Frankfurter
Allgemeine Zeitung","
Tagesschau",42,"Effect of a one time 2 article increase at hour 0",0.0884609902329649,0.113485815394376,0.133981145811146
"Frankfurter
Allgemeine Zeitung","
Tagesschau",42,"Effect of a structural 2 article point attention increase at hour 0",0.40339065385549,0.512540810231344,0.600707346990411
"Frankfurter
Allgemeine Zeitung","
Tagesschau",43,"Effect of a one time 2 article increase at hour 0",0.0887331925988744,0.114059708546808,0.134896390718045
"Frankfurter
Allgemeine Zeitung","
Tagesschau",43,"Effect of a structural 2 article point attention increase at hour 0",0.409179056959331,0.519287387213577,0.607783717389166
"Frankfurter
Allgemeine Zeitung","
Tagesschau",44,"Effect of a one time 2 article increase at hour 0",0.0923864916227719,0.11770293200276,0.139116861074294
"Frankfurter
Allgemeine Zeitung","
Tagesschau",44,"Effect of a structural 2 article point attention increase at hour 0",0.416708667719024,0.52741695979032,0.616618478965847
"Frankfurter
Allgemeine Zeitung","
Tagesschau",45,"Effect of a one time 2 article increase at hour 0",0.0926786323152091,0.118678132446179,0.139927028466966
"Frankfurter
Allgemeine Zeitung","
Tagesschau",45,"Effect of a structural 2 article point attention increase at hour 0",0.422427457512718,0.534158699599382,0.623625518157322
"Frankfurter
Allgemeine Zeitung","
Tagesschau",46,"Effect of a one time 2 article increase at hour 0",0.0955165365984068,0.121754097039364,0.143254169076741
"Frankfurter
Allgemeine Zeitung","
Tagesschau",46,"Effect of a structural 2 article point attention increase at hour 0",0.429024689711408,0.541661373867279,0.631448536689745
"Frankfurter
Allgemeine Zeitung","
Tagesschau",47,"Effect of a one time 2 article increase at hour 0",0.0968205916291112,0.123773369768359,0.145813434611954
"Frankfurter
Allgemeine Zeitung","
Tagesschau",47,"Effect of a structural 2 article point attention increase at hour 0",0.434756167828752,0.548711655443905,0.639153079584741
"Frankfurter
Allgemeine Zeitung","
Tagesschau",48,"Effect of a one time 2 article increase at hour 0",0.0975905802698667,0.124670700787059,0.146743043185874
"Frankfurter
Allgemeine Zeitung","
Tagesschau",48,"Effect of a structural 2 article point attention increase at hour 0",0.439315442556563,0.554312686081583,0.64518184138197
"Frankfurter
Allgemeine Zeitung","
Tagesschau",49,"Effect of a one time 2 article increase at hour 0",0.0988883033834902,0.126408386662999,0.148977911648582
"Frankfurter
Allgemeine Zeitung","
Tagesschau",49,"Effect of a structural 2 article point attention increase at hour 0",0.443438931581049,0.559559078707891,0.65113035746993
"Frankfurter
Allgemeine Zeitung","
Tagesschau",50,"Effect of a one time 2 article increase at hour 0",0.10003918299529,0.12773956150157,0.150850981164959
"Frankfurter
Allgemeine Zeitung","
Tagesschau",50,"Effect of a structural 2 article point attention increase at hour 0",0.447108927688443,0.564151097806231,0.656710573251758
"Frankfurter
Allgemeine Zeitung","
Tagesschau",51,"Effect of a one time 2 article increase at hour 0",0.101375704625179,0.129658461840318,0.153183888821826
"Frankfurter
Allgemeine Zeitung","
Tagesschau",51,"Effect of a structural 2 article point attention increase at hour 0",0.450567959883907,0.568754122937401,0.662419468545148
"Frankfurter
Allgemeine Zeitung","
Tagesschau",52,"Effect of a one time 2 article increase at hour 0",0.10270170268701,0.131271648300475,0.155002336704782
"Frankfurter
Allgemeine Zeitung","
Tagesschau",52,"Effect of a structural 2 article point attention increase at hour 0",0.453859981447749,0.573080651867439,0.667758629676455
"Frankfurter
Allgemeine Zeitung","
Tagesschau",53,"Effect of a one time 2 article increase at hour 0",0.103283398991062,0.132196478848174,0.15621652617006
"Frankfurter
Allgemeine Zeitung","
Tagesschau",53,"Effect of a structural 2 article point attention increase at hour 0",0.456316400554569,0.576550477676051,0.672220981354115
"Frankfurter
Allgemeine Zeitung","
Tagesschau",54,"Effect of a one time 2 article increase at hour 0",0.104512049634115,0.133769130133974,0.157790101612824
"Frankfurter
Allgemeine Zeitung","
Tagesschau",54,"Effect of a structural 2 article point attention increase at hour 0",0.458673319553696,0.579915391069697,0.676292989759152
"Frankfurter
Allgemeine Zeitung","
Tagesschau",55,"Effect of a one time 2 article increase at hour 0",0.104847367417478,0.134391116301523,0.1585006156218
"Frankfurter
Allgemeine Zeitung","
Tagesschau",55,"Effect of a structural 2 article point attention increase at hour 0",0.460209538089683,0.582391832171486,0.679318634873522
"Frankfurter
Allgemeine Zeitung","
Tagesschau",56,"Effect of a one time 2 article increase at hour 0",0.10649285880458,0.136350153817752,0.160635125241039
"Frankfurter
Allgemeine Zeitung","
Tagesschau",56,"Effect of a structural 2 article point attention increase at hour 0",0.462205905469517,0.585305328715535,0.68274272711744
"Frankfurter
Allgemeine Zeitung","
Tagesschau",57,"Effect of a one time 2 article increase at hour 0",0.106633481333131,0.136744737799003,0.161072599972186
"Frankfurter
Allgemeine Zeitung","
Tagesschau",57,"Effect of a structural 2 article point attention increase at hour 0",0.463267608332302,0.587209976032166,0.68499905753954
"Frankfurter
Allgemeine Zeitung","
Tagesschau",58,"Effect of a one time 2 article increase at hour 0",0.107942214547424,0.138266203458826,0.162668698361479
"Frankfurter
Allgemeine Zeitung","
Tagesschau",58,"Effect of a structural 2 article point attention increase at hour 0",0.464620167713616,0.589298313167812,0.687345841208688
"Frankfurter
Allgemeine Zeitung","
Tagesschau",59,"Effect of a one time 2 article increase at hour 0",0.10840033607879,0.138994915508087,0.163544418920234
"Frankfurter
Allgemeine Zeitung","
Tagesschau",59,"Effect of a structural 2 article point attention increase at hour 0",0.46546013655657,0.590853563435625,0.689146409437367
"Frankfurter
Allgemeine Zeitung","
Tagesschau",60,"Effect of a one time 2 article increase at hour 0",0.109366706446436,0.14018632009461,0.164725698053197
"Frankfurter
Allgemeine Zeitung","
Tagesschau",60,"Effect of a structural 2 article point attention increase at hour 0",0.46634020040858,0.592379215776576,0.690764586260063
"Frankfurter
Allgemeine Zeitung","
Die Welt",1,"Effect of a one time 2 article increase at hour 0",-0.00430965704753217,-0.00101056461536031,0.00292980896514905
"Frankfurter
Allgemeine Zeitung","
Die Welt",1,"Effect of a structural 2 article point attention increase at hour 0",-0.00430965704753217,-0.00101056461536031,0.00292980896514905
"Frankfurter
Allgemeine Zeitung","
Die Welt",2,"Effect of a one time 2 article increase at hour 0",-0.00773740035347636,-0.00340337019607218,0.00134395098867901
"Frankfurter
Allgemeine Zeitung","
Die Welt",2,"Effect of a structural 2 article point attention increase at hour 0",-0.0112744609222594,-0.0042327698939542,0.00374853020470497
"Frankfurter
Allgemeine Zeitung","
Die Welt",3,"Effect of a one time 2 article increase at hour 0",-0.00582768977972015,7.06008676265579e-05,0.0064836330440412
"Frankfurter
Allgemeine Zeitung","
Die Welt",3,"Effect of a structural 2 article point attention increase at hour 0",-0.0150482431131216,-0.00339568282361633,0.0095379140801075
"Frankfurter
Allgemeine Zeitung","
Die Welt",4,"Effect of a one time 2 article increase at hour 0",-0.00785339336184898,-0.000597784651577227,0.00604508965492823
"Frankfurter
Allgemeine Zeitung","
Die Welt",4,"Effect of a structural 2 article point attention increase at hour 0",-0.0201195121129282,-0.00335286086932733,0.0138454835087818
"Frankfurter
Allgemeine Zeitung","
Die Welt",5,"Effect of a one time 2 article increase at hour 0",-0.0155701527017755,-0.00640472196889952,0.0010765759751632
"Frankfurter
Allgemeine Zeitung","
Die Welt",5,"Effect of a structural 2 article point attention increase at hour 0",-0.0319572809696537,-0.00912852584816429,0.0123587895562558
"Frankfurter
Allgemeine Zeitung","
Die Welt",6,"Effect of a one time 2 article increase at hour 0",-0.0188573106150181,-0.010107599160597,4.03317746715537e-05
"Frankfurter
Allgemeine Zeitung","
Die Welt",6,"Effect of a structural 2 article point attention increase at hour 0",-0.0449024729938067,-0.0175617235529025,0.0100706963655418
"Frankfurter
Allgemeine Zeitung","
Die Welt",7,"Effect of a one time 2 article increase at hour 0",-0.0135759227165878,-0.0035112569467296,0.00792523471782758
"Frankfurter
Allgemeine Zeitung","
Die Welt",7,"Effect of a structural 2 article point attention increase at hour 0",-0.0501249668500629,-0.0178422773270159,0.0160546674359005
"Frankfurter
Allgemeine Zeitung","
Die Welt",8,"Effect of a one time 2 article increase at hour 0",-0.0176255637753771,-0.00728747050017164,0.00520754260313971
"Frankfurter
Allgemeine Zeitung","
Die Welt",8,"Effect of a structural 2 article point attention increase at hour 0",-0.0583119144590549,-0.0217674302383914,0.0182503897112675
"Frankfurter
Allgemeine Zeitung","
Die Welt",9,"Effect of a one time 2 article increase at hour 0",-0.0168770444583948,-0.0056141333639258,0.00726134571890746
"Frankfurter
Allgemeine Zeitung","
Die Welt",9,"Effect of a structural 2 article point attention increase at hour 0",-0.0642147704258182,-0.0233072702350236,0.0220525706603927
"Frankfurter
Allgemeine Zeitung","
Die Welt",10,"Effect of a one time 2 article increase at hour 0",-0.0127896218755663,-0.00160759417394085,0.0122509684930785
"Frankfurter
Allgemeine Zeitung","
Die Welt",10,"Effect of a structural 2 article point attention increase at hour 0",-0.0648756632244987,-0.0205270195142399,0.0301255648764745
"Frankfurter
Allgemeine Zeitung","
Die Welt",11,"Effect of a one time 2 article increase at hour 0",-0.0237922483661318,-0.012049363300639,0.00166079765902127
"Frankfurter
Allgemeine Zeitung","
Die Welt",11,"Effect of a structural 2 article point attention increase at hour 0",-0.0763072119253343,-0.0286345956249439,0.0261540169544418
"Frankfurter
Allgemeine Zeitung","
Die Welt",12,"Effect of a one time 2 article increase at hour 0",-0.0198323922008986,-0.00658685892691235,0.00678094882035341
"Frankfurter
Allgemeine Zeitung","
Die Welt",12,"Effect of a structural 2 article point attention increase at hour 0",-0.0816794793007155,-0.029797990213705,0.0279906620802043
"Frankfurter
Allgemeine Zeitung","
Die Welt",13,"Effect of a one time 2 article increase at hour 0",-0.0180152355958497,-0.0033756896152809,0.00910557977917814
"Frankfurter
Allgemeine Zeitung","
Die Welt",13,"Effect of a structural 2 article point attention increase at hour 0",-0.0842203602489593,-0.0275237895624862,0.0317832743454465
"Frankfurter
Allgemeine Zeitung","
Die Welt",14,"Effect of a one time 2 article increase at hour 0",0.004199564475591,0.018275532073369,0.0316286672787967
"Frankfurter
Allgemeine Zeitung","
Die Welt",14,"Effect of a structural 2 article point attention increase at hour 0",-0.0640451974518776,-0.00399929361061288,0.057395680207295
"Frankfurter
Allgemeine Zeitung","
Die Welt",15,"Effect of a one time 2 article increase at hour 0",0.00717466211332329,0.0220964113428852,0.0356575783843913
"Frankfurter
Allgemeine Zeitung","
Die Welt",15,"Effect of a structural 2 article point attention increase at hour 0",-0.0444001390368091,0.0191717897111336,0.0824259746475417
"Frankfurter
Allgemeine Zeitung","
Die Welt",16,"Effect of a one time 2 article increase at hour 0",0.00512220234866723,0.0200033312763588,0.0332368958243874
"Frankfurter
Allgemeine Zeitung","
Die Welt",16,"Effect of a structural 2 article point attention increase at hour 0",-0.0305001649912259,0.0358656119948708,0.1002610260813
"Frankfurter
Allgemeine Zeitung","
Die Welt",17,"Effect of a one time 2 article increase at hour 0",0.00838352606611714,0.0239279783957944,0.037579900204465
"Frankfurter
Allgemeine Zeitung","
Die Welt",17,"Effect of a structural 2 article point attention increase at hour 0",-0.0158821561222596,0.0533362234984625,0.119012425900187
"Frankfurter
Allgemeine Zeitung","
Die Welt",18,"Effect of a one time 2 article increase at hour 0",0.0157130515357393,0.0326908152912389,0.0475468017375282
"Frankfurter
Allgemeine Zeitung","
Die Welt",18,"Effect of a structural 2 article point attention increase at hour 0",0.00340141140921011,0.0763160916655485,0.144208984345813
"Frankfurter
Allgemeine Zeitung","
Die Welt",19,"Effect of a one time 2 article increase at hour 0",0.0260809868694172,0.0428307250750277,0.0565906145096264
"Frankfurter
Allgemeine Zeitung","
Die Welt",19,"Effect of a structural 2 article point attention increase at hour 0",0.0294449750015008,0.105058100219616,0.173622760573761
"Frankfurter
Allgemeine Zeitung","
Die Welt",20,"Effect of a one time 2 article increase at hour 0",0.018946417225701,0.0365546211044525,0.0508292344155687
"Frankfurter
Allgemeine Zeitung","
Die Welt",20,"Effect of a structural 2 article point attention increase at hour 0",0.0435512349078081,0.122149966094672,0.191693575778147
"Frankfurter
Allgemeine Zeitung","
Die Welt",21,"Effect of a one time 2 article increase at hour 0",0.0201860747647331,0.0380102546863872,0.052259527361894
"Frankfurter
Allgemeine Zeitung","
Die Welt",21,"Effect of a structural 2 article point attention increase at hour 0",0.0561381548342861,0.137316848571641,0.207569726004975
"Frankfurter
Allgemeine Zeitung","
Die Welt",22,"Effect of a one time 2 article increase at hour 0",0.0312436947492329,0.0507475002993973,0.0665199103185738
"Frankfurter
Allgemeine Zeitung","
Die Welt",22,"Effect of a structural 2 article point attention increase at hour 0",0.0774329484880286,0.16233201812189,0.234599888234759
"Frankfurter
Allgemeine Zeitung","
Die Welt",23,"Effect of a one time 2 article increase at hour 0",0.0286385248694869,0.0484246696880211,0.0625334790364538
"Frankfurter
Allgemeine Zeitung","
Die Welt",23,"Effect of a structural 2 article point attention increase at hour 0",0.0921879245651566,0.180332760581955,0.252508127426409
"Frankfurter
Allgemeine Zeitung","
Die Welt",24,"Effect of a one time 2 article increase at hour 0",0.0368465756913565,0.0588495910058806,0.0728745740398979
"Frankfurter
Allgemeine Zeitung","
Die Welt",24,"Effect of a structural 2 article point attention increase at hour 0",0.112362645469378,0.205287678236178,0.277185524927509
"Frankfurter
Allgemeine Zeitung","
Die Welt",25,"Effect of a one time 2 article increase at hour 0",0.0291444717147495,0.0531936353788391,0.0688867574108045
"Frankfurter
Allgemeine Zeitung","
Die Welt",25,"Effect of a structural 2 article point attention increase at hour 0",0.12128328025032,0.22006005116952,0.293304298885533
"Frankfurter
Allgemeine Zeitung","
Die Welt",26,"Effect of a one time 2 article increase at hour 0",0.0368295154011768,0.0610495002616038,0.0772231691982534
"Frankfurter
Allgemeine Zeitung","
Die Welt",26,"Effect of a structural 2 article point attention increase at hour 0",0.13617666418924,0.239786513778178,0.314525918220367
"Frankfurter
Allgemeine Zeitung","
Die Welt",27,"Effect of a one time 2 article increase at hour 0",0.0375498112272741,0.061394857688535,0.0781254714026463
"Frankfurter
Allgemeine Zeitung","
Die Welt",27,"Effect of a structural 2 article point attention increase at hour 0",0.149322295044908,0.256324583703144,0.332724185475288
"Frankfurter
Allgemeine Zeitung","
Die Welt",28,"Effect of a one time 2 article increase at hour 0",0.0433892729248466,0.0677314206320732,0.0849151424203693
"Frankfurter
Allgemeine Zeitung","
Die Welt",28,"Effect of a structural 2 article point attention increase at hour 0",0.165639100016062,0.275734810914296,0.353818359707135
